"index","工作內容"
55,"2021年限定-時薪超過200的工作機會
燒肉中山-台中店(五月份強勢登場)
這不是一份「短期兼職人員職務」而是一「熱情專業且自信的專業人員職務」。
_______________________________________________________________________________

『以肉之名，歃血為盟』
我們追求卓越，最高品格要求，講求團隊核心血統。

如果你決定加入我們：
你即將面對的是非常嚴格的工作標準、很多的專業課程、筆試術科考核，這並不是一個人人可勝任的「餐廳服務生」職務。我們重視團隊人員的道德品格與熱情、遠勝過任何的學歷、工作經驗，如果你對此工作機會仍感興趣、請詳細閱讀以下我們對於此工作的說明。

『中山家家訓』

(一)我們重視品格、團隊精神、甚於經歷、工作經驗
(二)我們非常敬業、並期許自己成為此行業的專家
(三)我們沒有死板的SOP，只有追求卓越的熱情，及將心比心
(四)我們不認同主管空降，期許人員自己培訓、從基層做起
(五)我們不認同過份要求的奧客文化，服務及專業是有價值的

若對以下幾點有疑慮者，請勿投遞此職務履歷。

(一)覺得端端盤子而已，還要上專業課程、考試很討厭者
(二)怕下班時間較晚回家危險、家人會擔心者
(三)有搞小團體嗜好、工作凡事抱怨者
(四)認為餐飲業不過是一般人人皆可勝任的服務生者
(五)心靈脆弱容易受傷、沒辦法接受嚴格要求者
________________________________________________________________________________________
職務內容說明：

一：薪資說明

(一)試用起薪：170~190元/時
(二)全勤加給：
排班時數超過100小時+出勤無異常-當月薪資+1000元
排班時數超過150小時+出勤無異常-當月薪資+2000元

(三)出勤異常：未參加班前會議、未配合排班、遲到、請假未找代班

二、上班時間

以下時間為暫定規劃：

//平日-3~5小時：排班時段1700-2300 間
//假日-6~8小時：排班時段1100-2300 間

三、課程訓練及會議

訓練時數 4小時/月
全體會議 1次/月

註：「會議及課程」均為正式上班時間，未出席即為出勤異常，無法接受者，請勿投遞履歷。

四、工作內容及崗位營運概要

調味、沙拉區：餐點調製、出餐
牛肉、豬肉區：生鮮食材處理、出餐
海鮮、雞肉區：肉品海鮮等生鮮食材處理、出餐
熟食區：熟食餐點烹調
烤物區：炸烤物餐點烹調
備料區：材料備製、餐點備製

五、升遷及未來展望
本公司無任何「空降主管職務」，所有主管職均需從基層人員做起，我們提供的是培訓具有高度管理能力、及專業餐飲業從業人員之品德及專業之訓練，並且升遷之職務目前均為空缺，歡迎有勇氣承擔更多的年輕人挑戰之。

六、貼心提醒
1.本職務非輕鬆、簡單之工作
2.營業時段、上班時段全面禁煙，有菸癮者請慎選之
3.請於面試前，詳細閱讀以上所有之工作內容資訊
4.本職務平均年錄取率約7.3%，請於履歷投遞時、盡可能介紹自己，以提高面試機會。
5.本公司正派經營，面試過程絕對安全，謝絕自備保鑣(如：爸媽、爺爺奶奶、男女朋友、閨蜜等等)。
6.台中店預計五月強勢登場，報到日將會在四月中到五月，可接受者再投履歷。"
56,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.顧客接待及餐點介紹
2.準備及製作拉麵，與擺盤出菜作業
3.協助顧客系統點餐事宜
4.結帳收銀
5.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班4-8小時者或月工時可達60小時以上，薪資170/H起
3.若任何經驗者，薪資為165/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
57,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.協助店鋪營運前準備及餐期間的相關事務
2..顧客接待及餐點介紹
3..準備及製作拉麵，與擺盤出菜作業
4.協助顧客系統點餐事宜
5.結帳收銀
6.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班6-8小時者或月工時可達60小時以上，薪資180/H起
3.若每日排班時間固定，薪資為175/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
58,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.協助店鋪營運前準備及餐期間的相關事務
2..顧客接待及餐點介紹
3..準備及製作拉麵，與擺盤出菜作業
4.協助顧客系統點餐事宜
5.結帳收銀
6.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班6-8小時者或月工時可達60小時以上，薪資170/H起
3.若每日排班時間固定，薪資為175/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
59,"【渡邊日本料理】內湖瑞光店-內外場計時人員(時薪200元喔!!)

▲外場
顧客接待,說明帶位,設備介紹,桌邊/櫃台結帳,環境維護
(由前輩帶領,有完整教育訓練,初次從事服務業者,也能安心工作)

▲內場
日料餐點製作,食材準備,餐點製作,環境清潔與整理
(由前輩帶領,有完整教育訓練,初次從事服務業者,也能安心工作)

應徵時段：早班．晚班．假日班
彈性排班時段：9:00~22:00(時間可與主管討論)

(時間排班依店鋪營運狀況,會有增減調整)

【兼職時薪】
200元
完善的晉升制度

歡迎優秀、有志的您一起加入，
用實力展現出最強大的自己，成就管理者夢想！"
60,"1.負責擺盤、送餐及聯繫內外場之工作。
2.負責接待顧客、倒水、點餐等工作。
3.於顧客用餐完畢後，負責收拾碗盤與清理環境。
4.進行簡易餐飲之料理。
5.負責結帳、收銀之工作。"
61,"1.負責擺盤、送餐及聯繫內外場之工作。
2.負責接待顧客、倒水、點餐等工作。
3.於顧客用餐完畢後，負責收拾碗盤與清理環境。
4.進行簡易餐飲之料理。
5.負責結帳、收銀之工作。"
62,"麥當勞餐廳的廚房/櫃台/外送/打烊清潔
免經驗可...很辛苦~但工作穩定
有教育訓練
外送獎金另計 (目前現況約5000-8000)
享勞健保 ＆ 加班費
每日8-10小時
大夜時薪 215起
一般時段時薪 $165(訓練期間160元)
每月薪資可達40000-50000 (本餐廳現在員工實際狀況)
表現良好還能升等加薪

請親自到餐廳面試寫資料"
63,"歡迎活潑開朗且對餐飲有熱情的您一同加入我們的行列。
我們將提供完善的教育訓練制度，無經驗也不用擔心！
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
【 主要工作內容 】
  點餐、送餐
  飲品調製
  收銀操作
  外送平台系統操作
  叫貨、盤點
  文書事務協助
  環境整潔維護
  配合公司不定期舉辦之行銷活動、外燴活動

【 個人特質 】
  負責心
  熱愛團隊合作
  邏輯能力清晰
  具幽默感
  樂於學習新事物

【 其他補充 】
  守時很重要
  良善工作態度也很重要
  有機車駕照佳
  具餐飲經驗佳

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
｜工作背景｜不拘
｜工作年資｜不拘 
｜工作地點｜依公司規定
｜工作時間｜面議 
｜到職時間｜未來兩週～一個月內
｜福利制度｜
   ① 全勤獎金
   ② 不定期員工旅遊
   ③ 月休按勞基法
   ④ 正職員工必帶勞健保
   ⑤ 公司相關活動免費或折扣優惠"
64,"『行冊』餐廳咖啡廳徵「才」啟事：

【外場服務人員正職及兼職工作夥伴】

餐飲業是個流動率很高的行業。
的確。
因為它常被視為一份過渡時期的工作。
它不應該只是被視為一份勞動或是僕人式的工作；
它完全被市場過度低估了價值。
我們認為從事餐飲業的人極度需要專業和邏輯，才能去面對每一位不同的客人和解決每一種狀況。餐飲業的風氣需要被匡正。

我們不是只有專業，還有不斷地要求，
我們不是只有熱情，還有耐心地學習，
我們不是只有禮貌，還有靈魂的溫度，
所以，
如果你/妳和我們一樣，
覺得餐飲業是一份讓別人開心也會讓自己開心的工作，
覺得餐飲業是一份很帥、就是帥的工作，
覺得餐飲業不該是一份被低估價值的行業，
認定餐飲業為終生職志，沒有任何徬徨或疑惑，
『行冊』餐廳咖啡廳正張開雙臂歡迎你/妳。

我們不僅在尋找對餐飲業有熱忱的你/妳，每一份工作只談熱忱太微不足道，最簡單的事情需要最複雜的練習，背後是多少的經驗和努力累積而成，絕不是熱忱兩個字可以支撐，還有更多對自我的要求和期許。

曾有些人抱持著想一邊做服務人員的工作一邊可以做活動行銷企劃的工作，在此鄭重說明，『行冊』三樓圖書館暨共同工作空間目前尚無「行銷企劃」和「活動企劃」徵才名額，每份工作都有其本質，而餐飲的本質就是服務。

我們每天在做的是味蕾的鍛鍊、溝通，分辨咖啡、紅酒、甜點、餐點的優劣，我們每天討論的是如何讓客人有更完美的體驗，我們分享彼此的生活，昨日去了哪間餐廳、酒吧。

關於工作內容：
咖啡、飲品調製、甜點製作出餐、協助客戶點餐出餐收拾、結帳、收銀、環境清潔。是這麼些看起來似乎微不足道卻至關重要的事情。

關於工作環境：
在這裡休息時間有獨立專屬的用餐區、沙發區、吊床供休息。

欲加入『行冊』團隊，請將履歷以104應徵或寄至 walkingbook.tw@gmail.com (僅收PDF檔)

#非誠勿擾

關於行冊
http://walkingbook.tw/"
65,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.內場工作學習
2.協助店鋪營運前準備及餐期間出餐備料的相關事務
3.準備及製作拉麵，與擺盤
4.內場廚房環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔依新進人員規劃、教育訓練提升夥伴工作能力、創造優質服務。
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制。
2.每日固定可排班6-8小時者或月工時需達120小時以上，薪資175/H起
3.若每日排班時間固定，薪資為170/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
66,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
	外場作業
1.負責點餐、送餐及聯繫內外場之工作。
2.客人帶位、倒水、點餐等服務工作。
3.桌面整理及環境清潔。
4.專注細節，提升顧客服務滿意度。
	內場作業
1.負責清洗、協助各種食材備料已完成烹飪前置作業。
2.依照客人點單準備食材製作餐點。
3.環境整理整頓。
4.完成幹部交辦事項。

【具備條件】
1.在一定時間內完成工作內容。
2.出缺勤時間自我管理良好。
3.速度敏捷快速、廚房衛生觀念、要有責任感。
4.喜歡與人交流、熱心主動，基本的餐飲服務。
5.對於日本餐飲服務精神有肯學習的積極態度。
6.團隊合作，有餐廳外場服務經驗者尤佳
7.實習期間需三個月以上

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 
✔企業文化研修、國內外研習、培養管理者之能力

【工作時間】
每週一至周五 AM08:00~PM12:00 or AM09:00~PM13:00

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內)
5.誠品信義店(B2)
"
67,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.協助店鋪營運前準備及餐期間的相關事務
2..顧客接待及餐點介紹
3..準備及製作拉麵，與擺盤出菜作業
4.協助顧客系統點餐事宜
5.結帳收銀
6.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班6-8小時者或月工時可達60小時以上，薪資180/H起
3.若每日排班時間固定，薪資為175/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
68,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.內場工作學習
2.協助店鋪營運前準備及餐期間出餐備料的相關事務
3.準備及製作拉麵，與擺盤
4.內場廚房環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.對餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班6-8小時者或月工時可達120小時以上，薪資170/H起
3.若每日排班時間固定，薪資為175/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
69,"1.負責擺盤、送餐及聯繫內外場之工作。
2.負責接待顧客、倒水、點餐等工作。
3.於顧客用餐完畢後，負責收拾碗盤與清理環境。
4.進行簡易餐飲之料理。
5.負責結帳、收銀之工作。"
70,"「薪資福利」
早班：$160/hr，10:00-17:00
晚班&假日：$170/hr，17:00-01:00
須排班，另有全勤獎金，(班表準時到班率100%)

「外場工作內容」
1. 接待顧客、點餐及結帳。 
2. 送餐及內外場之聯繫。
3. 收拾餐具並維持桌面與環境整潔。
4. 依主管分配交辦任務，並願遵守公司規定。

「內場工作內容」
1. 餐點準備與出餐。 
2. 餐具清洗與環境清潔與衛生維護。
3. 依主管分配交辦任務，並願遵守公司規定。


「上班時間」
夥伴提供可工作時段，再依店長安排

「應徵方式」
1. 請先投遞履歷，如通過審核，人資部將以電話通知安排面試。 
2. 若您接獲面試通知，請透過投遞本職務，履歷內容包含照片、自傳以及課表或希望上班時段，請務必完整，並攜帶履歷前來面試，謝謝。 

「應徵條件」
1. 長期兼職、短期工讀
2. 對服務人擁有熱忱且可接受重複性工作 
3. 個性活潑外向、積極主動、具有責任心"
71,"1. 負責客人用餐期間服務工作。
2. 負責餐檯備餐、內外場聯繫之工作。
3. 負責餐後環境清潔及餐具洗滌等工作。
4. 執行主管交辦事項。"
72,"1.負責擺盤、送餐及聯繫內外場之工作。
2.負責接待顧客、倒水、點餐等工作。
3.於顧客用餐完畢後，負責收拾碗盤與清理環境。
4.進行簡易餐飲之料理。
5.負責結帳、收銀之工作。"
73,"【工作內容】
外場
1. 負責跑單、擺盤、送餐及聯繫內外場之工作。
2. 負責客人帶位、倒水、點餐等工作。
3. 於客人用餐完畢後，負責收拾碗盤與清理環境。
4. 進行簡易餐飲之料理
5. 負責結帳、收銀之工作。
6. 願接受全新培訓，可配合輪班者。


內場
1.拉麵製作,食材準備
2.餐點製作,環境清潔與整理
3.願接受全新培訓，可配合輪班者。


【工作時段】
應徵時段：早班．晚班．假日班
彈性排班時段：最少排班4小時 時間彈性 可討論(時間排班依店鋪營運狀況,會有增減調整)


【公司福利】
員工餐點優惠
三節獎金
業績獎金 
教育訓練
工讀可輔導轉正職

歡迎沒有經驗的夥伴。由前輩一對一帶領，初次從事服務業也能安心工作
"
74,"1.餐點製作及品質標準之維持
2.產品之銷售及服務
3.硬體設備之清潔維護及門市環境清潔整理
4.個性開朗，具基本之溝通能力
5.週休二日（六、日皆休）
6.工作時間兩種時段(8:30-14:00)、(3:00-7:00)"
75,"2021年限定-時薪超過200的工作機會
這不是一份「短期兼職人員職務」而是一「熱情專業且自信的專業人員職務」。
_______________________________________________________________________________

『以肉之名，歃血為盟』
我們追求卓越，最高品格要求，講求團隊核心血統。

如果你決定加入我們：
你即將面對的是非常嚴格的工作標準、很多的專業課程、筆試術科考核，這並不是一個人人可勝任的「餐廳服務生」職務。我們重視團隊人員的道德品格與熱情、遠勝過任何的學歷、工作經驗，如果你對此工作機會仍感興趣、請詳細閱讀以下我們對於此工作的說明。

『中山家家訓』

(一)我們重視品格、團隊精神、甚於經歷、工作經驗
(二)我們非常敬業、並期許自己成為此行業的專家
(三)我們沒有死板的SOP，只有追求卓越的熱情，及將心比心
(四)我們不認同主管空降，期許人員自己培訓、從基層做起
(五)我們不認同過份要求的奧客文化，服務及專業是有價值的

若對以下幾點有疑慮者，請勿投遞此職務履歷。

(一)覺得端端盤子而已，還要上專業課程、考試很討厭者
(二)怕下班時間較晚回家危險、家人會擔心者
(三)有搞小團體嗜好、工作凡事抱怨者
(四)認為餐飲業不過是一般人人皆可勝任的服務生者
(五)心靈脆弱容易受傷、沒辦法接受嚴格要求者
________________________________________________________________________________________
職務內容說明：

一：薪資說明

(一)試用起薪：170~190元/時
(二)全勤加給：
排班時數超過100小時+出勤無異常-當月薪資+1000元
排班時數超過150小時+出勤無異常-當月薪資+2000元

(三)出勤異常：未參加班前會議、未配合排班、遲到、請假未找代班

二、上班時間

以下時間為暫定規劃：

//平日-3~5小時：排班時段1700-2300 間
//假日-6~8小時：排班時段1100-2300 間

三、課程訓練及會議

訓練時數 4小時/月
全體會議 1次/月

註：「會議及課程」均為正式上班時間，未出席即為出勤異常，無法接受者，請勿投遞履歷。

四、工作內容及崗位營運概要

調味、沙拉區：餐點調製、出餐
牛肉、豬肉區：生鮮食材處理、出餐
海鮮、雞肉區：肉品海鮮等生鮮食材處理、出餐
熟食區：熟食餐點烹調
烤物區：炸烤物餐點烹調
備料區：材料備製、餐點備製

五、升遷及未來展望
本公司無任何「空降主管職務」，所有主管職均需從基層人員做起，我們提供的是培訓具有高度管理能力、及專業餐飲業從業人員之品德及專業之訓練，並且升遷之職務目前均為空缺，歡迎有勇氣承擔更多的年輕人挑戰之。

六、貼心提醒
1.本職務非輕鬆、簡單之工作
2.營業時段、上班時段全面禁煙，有菸癮者請慎選之
3.請於面試前，詳細閱讀以上所有之工作內容資訊
4.本職務平均年錄取率約7.3%，請於履歷投遞時、盡可能介紹自己，以提高面試機會。
5.本公司正派經營，面試過程絕對安全，謝絕自備保鑣(如：爸媽、爺爺奶奶、男女朋友、閨蜜等等)。"
76,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.內場工作學習
2.協助店鋪營運前準備及餐期間出餐備料的相關事務
3.準備及製作拉麵，與擺盤
4.內場廚房環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班6-8小時者或月工時可達120小時以上，薪資180/H起
3.若每日排班時間固定，薪資為175/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)

"
77,"我們是＂九州鬆餅Cafe ＂
歡迎對餐飲有絕對熱忱,喜歡與人接觸,學習力強.
願長期投入餐飲行業的人加入我們的團隊..

1.負責介紹及銷售門市商品。 
2.提供顧客之接待與需求服務。 
3.協助商品進貨入庫、銷售及庫存管理。 
4.負責商品包裝、陳列工作。 
5.維持店內環境週遭之整潔。  
6.負責客人帶位、點餐、送餐等工作。 
7.客人用餐完畢，負責收拾與整理環境。 
8.簡易吧檯飲品調製(完整訓練)。 
10.負責結帳、收銀之工作。"
78,"外場顧客服務-帶位/點餐/送餐/收桌，完成客人所需求，提供有溫度的服務。
上班時間：
早班10:30～14:30
晚班18:00～22:00
會依當天客流量做些許調整。
需長期穩定，短期勿試。"
79,"土司.漢堡.潛艇堡食材的搭配及口味變化(短期勿試)
飲料的調配.鐵板麵的製作!
番茄.生菜.小黃的洗滌處理!(短期勿試)"
80,"有責任心、有企圖心、對餐飲有心　
喜歡有個性又創新的人，快來加入我們的行列吧！

工作內容：
負責客人帶位、倒水、點餐等工作。
於客人用餐完畢後，負責收拾碗盤與清理環境。
進行簡易飲料調製等事宜。

工作時間

10:00~22:00
一週排班2-4天
（最少排班4小時 時間彈性 可討論)

福利
1.每月績效考核階級獎金
2.享有勞、健保、團保
3.各項福利依照勞基法
4.最重要的一點！與熱情夥伴工作開心快樂健康！"
81,"1.負責擺盤、送餐及聯繫內外場之工作。
2.負責接待顧客、倒水、點餐等工作。
3.於顧客用餐完畢後，負責收拾碗盤與清理環境。
4.進行簡易餐飲之料理。
5.負責結帳、收銀之工作。"
82,"內場：
1. 負責洗、剝、削、切各種食材，以完成烹飪的前置工作。
2. 協助廚師測量食材的容量與重量。
3. 依照客人的點單，準備不同菜色所需要的食材。
4. 於出菜時負責菜餚擺盤或調整份量之工作。
5. 將洗好的餐盤收到儲藏櫃內，並在即將使用前預先加熱。
6. 負責前台與後台之訊息傳遞，隨時回報後台的出菜進度給餐廳經理。
7. 負責清理工作環境、設備及餐具。

外場：
1. 負責跑單、擺盤、送餐及聯繫內外場之工作。
2. 負責客人帶位、倒水、點餐等工作。
3. 於客人用餐完畢後，負責收拾碗盤與清理環境。
4. 進行簡易餐飲之料理，如：烤土司或調配飲料等。
5. 負責結帳、收銀之工作。
6. 負責全店的打掃與清理，時而進行環境布置。
"
